,Identifying num,url,claimDate,claimYear,claimant,claimant_canonical_name,Local/State/National,Current Role,Aspiring Role,State,City,languageCode,publisher.name,publisher.site,text,title,reviewDate,claimant_party,textualRating,ratingsimp,T/F RQ1,is_politician_strict,Fear,Self/Personal Record,Opponent/Opponent's Record,Legislation,National and State Macroeconomic Issues,Economic Well-Being and Domestic Commerce,Labor and Employment,Foreign Trade,Taxes,"Civil Rights, Minority Issues, and Civil Liberties",Immigration and Refugee Issues,LGBTQ,Race,Religion,Women,Health (non-care),Social Welfare,Education,Abortion,Healthcare,Government Operations,Defense/Military,International_affairs and Foreign Aid,Voting/Elections,Agriculture,Environment,Energy,Transportation,Community Development and Housing,Technology Science Space,Media and Communications,Law and Crime and Policing,Terrorism,Guns,History,Record/Candidate Biography/ Campaigns and Personal Behavior
,2402,https://www.politifact.com/factchecks/2019/aug/02/kirsten-gillibrand/fact-checking-attack-joe-biden-about-his-words-wom/,2019-07-31,2019,Kirsten Gillibrand,Kirsten Gillibrand,,,,,,en,PolitiFact,politifact.com,When the Senate was debating middle-class affordability for child care;' then-Sen. Joe Biden 'voted against it; the only vote; but what he wrote (in) an op-ed was that he believed that women working outside the home would; quote; ‘create the deterioration of family.’ He also said that women who were working outside the home were; quote; ‘avoiding responsibility.’',Fact-checking the Joe Biden; Kirsten Gillibrand spat over 1980s child care tax credit vote,NA,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2071,https://www.politifact.com/factchecks/2019/aug/06/dianne-feinstein/fact-check-are-there-more-gun-deaths-far-america-a/,2019-08-03,2019,Dianne Feinstein,Dianne Feinstein,,,,,,en,PolitiFact,politifact.com,There are 'more gun deaths by far' in the United States than any other country in the world.,Fact Check: Are there 'more gun deaths by far' in America than any other country?,2019-08-07 0:57:56,Democratic,FALSE,2 False,False(ish),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
,1482,https://www.politifact.com/factchecks/2019/aug/05/beto-orourke/fact-checking-beto-orourke-murders-el-paso-after-m/,2019-08-03,2019,Beto O'Rourke,Beto O'Rourke,National,Congressman,President,TX,,en,PolitiFact,politifact.com,Says of El Paso that some years; 'in a city of almost 700;000; we had five murders the entire year. Our average over the last 10 years is 18 (murders per year). We exceeded that average just on one day' after a gunman opened fire at a Walmart in the city.,Fact-checking Beto O'Rourke on murders in El Paso after mass shooting,NA,Democratic,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,785,https://www.politifact.com/factchecks/2019/aug/06/ron-tusler/pants-fire-state-rep-claims-mass-shootings-are-dow/,2019-08-04,2019,Ron Tusler,Ron Tusler,,,,,,en,PolitiFact,politifact.com,Less mass shootings under Trump!',Pants on Fire: State rep claims mass shootings are down under Trump,NA,Republican,Pants on Fire,1 Pants On Fire,False(ish),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
,1523,https://www.politifact.com/factchecks/2019/aug/08/nicolle-wallace/no-trump-hasnt-talked-about-exterminating-latinos/,2019-08-05,2019,Nicolle Wallace,Nicolle Wallace,,,,,,en,PolitiFact,politifact.com,Says President Donald Trump is 'talking about exterminating Latinos.',Donald Trump didn't talk about exterminating Latinos,NA,Republican,Pants on Fire,1 Pants On Fire,False(ish),FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,114,https://www.politifact.com/factchecks/2019/aug/07/bill-clinton/did-mass-shooting-deaths-fall-under-1994-assault-w/,2019-08-05,2019,Bill Clinton,Bill Clinton,National,Former President ,,,,en,PolitiFact,politifact.com,After (the assault weapon ban) passed in 1994; there was a big drop in mass shooting deaths. When the ban expired; they rose again.',Did mass shooting deaths fall under the 1994 assault weapon ban? Checking Bill Clinton's claim,NA,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,619,https://www.politifact.com/factchecks/2019/aug/12/bernie-sanders/did-counties-hosting-trump-rally-2016-see-226-spik/,2019-08-05,2019,Bernie Sanders,Bernie Sanders,National,Senator ,President,VT,,en,PolitiFact,politifact.com,In 2016; counties hosting a Trump rally saw a 226% spike in hate crimes.',Did counties hosting a Trump rally in 2016 see a 226% spike in hate crimes?,NA,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2031,https://www.politifact.com/factchecks/2019/aug/09/pete-buttigieg/fact-checking-whether-trump-cut-money-combat-white/,2019-08-05,2019,Pete Buttigieg,Pete Buttigieg,,,,,,en,PolitiFact,politifact.com,The Trump Administration cut funding allocated to the Department of Homeland Security to combat white nationalism.',Fact-checking whether Trump cut money to combat white nationalism,NA,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2088,https://www.politifact.com/factchecks/2019/aug/08/bernie-sanders/do-private-citizens-have-5-10-million-assault-weap/,2019-08-05,2019,Bernie Sanders,Bernie Sanders,National,Senator ,President,VT,,en,PolitiFact,politifact.com,There are more assault rifles; as I understand it; in the hands of private citizens than in the hands of the United States military. We're talking about 5 to 10 million assault weapons in the hands of private citizens.',Bernie Sanders says private citizens have up to 10 million assault weapons; more than US military,NA,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1242,https://www.politifact.com/factchecks/2019/aug/09/joe-biden/joe-biden-takes-donald-trumps-words-about-gang-mem/,2019-08-07,2019,Joe Biden,Joe Biden,,,,,,en,PolitiFact,politifact.com,Says Donald Trump 'asserted that immigrants would quote; ‘carve you up with a knife’.',Joe Biden takes Donald Trump's words about gang members out of context,NA,Democratic,FALSE,2 False,False(ish),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,1165,https://www.politifact.com/factchecks/2019/aug/19/dan-patrick/could-students-pray-discuss-el-paso-mass-shooting/,2019-08-08,2019,Dan Patrick,Dan Patrick (politician),,,,,,en,PolitiFact,politifact.com,Says after the shooting in El Paso; 'on Sunday; everyone was going to church in America; praying about this; and the next day when their kids went to school; they weren’t allowed to pray or bring it up.',Could students pray; discuss El Paso mass shooting in school?,NA,Republican,FALSE,2 False,False(ish),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
,645,https://www.politifact.com/factchecks/2019/aug/19/matt-gaetz/fact-checking-matt-gaetz-gun-bans-australia-and-ve/,2019-08-10,2019,Matt Gaetz,Matt Gaetz,,,,,,en,PolitiFact,politifact.com,In Australia 'they went and confiscated all the guns. You know who did what Australia did? Venezuela.',Fact-checking Matt Gaetz on gun bans in Australia and Venezuela,NA,Republican,Mostly False,3 Mostly False,False(ish),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
,591,https://www.politifact.com/factchecks/2019/aug/13/michael-bloomberg/bloomberg-correct-nras-wayne-lapierre-once-support/,2019-08-11,2019,Michael Bloomberg,Michael Bloomberg,,,,,,en,PolitiFact,politifact.com,If you go back; you can see Wayne LaPierre; who runs the NRA; testifying in front of Congress in favor of background checks 15 or 20 years ago.',Bloomberg correct that NRA's Wayne LaPierre once supported background checks,NA,Democratic,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,724,https://www.politifact.com/factchecks/2019/aug/21/kamala-harris/no-americas-auto-industry-not-expected-lose-many-3/,2019-08-12,2019,Kamala Harris,Kamala Harris,,,,,,en,PolitiFact,politifact.com,It 'is estimated that as many as 300;000 auto workers may be out of a job before the end of the year.',No; America's auto industry not expected to lose 'as many as 300;000' jobs; as Kamala Harris claimed,NA,Democratic,FALSE,2 False,False(ish),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,1819,https://www.politifact.com/factchecks/2019/aug/22/amy-klobuchar/boyfriend-loophole-some-convicted-domestic-violenc/,2019-08-12,2019,Amy Klobuchar,Amy Klobuchar,National,Senator,President,MN,,en,PolitiFact,politifact.com,The 'boyfriend loophole' means that 'if you commit a serious crime of domestic abuse against your wife; you can't get a gun; but if you do it against your girlfriend; you can.',Federal law's 'boyfriend loophole' is not so simple,NA,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1997,https://www.politifact.com/factchecks/2019/aug/30/robin-vos/vos-misses-mark-claim-over-timing-disability-accom/,2019-08-14,2019,Robin Vos,Robin Vos,,,,,,en,PolitiFact,politifact.com,The push by Assembly Democrats seeking Americans with Disabilities Act accommodations for a lawmaker were timed to make Vos look bad as he became president 'of the nation’s largest bipartisan organization called the National Conference of State Legislatures.',Vos misses mark with claim over timing of disability accommodation dispute,NA,Republican,FALSE,2 False,False(ish),TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,1496,https://www.politifact.com/factchecks/2019/sep/13/josh-kaul/buy-gun-wisconsin-after-felony-restraining-order/,2019-08-15,2019,Josh Kaul,Josh Kaul,,,,,,en,PolitiFact,politifact.com,Says people convicted of felonies or under restraining orders 'can buy a firearm without going through a background check.',Can you buy a gun in Wisconsin after a felony or restraining order?,NA,Democratic,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2207,https://www.politifact.com/factchecks/2019/aug/20/peter-navarro/donald-trumps-tariffs-china-dont-hurt-americans-to/,2019-08-18,2019,Peter Navarro,Peter Navarro,,,,,,en,PolitiFact,politifact.com,U.S. tariffs on China are 'not hurting anybody' in the United States.,Donald Trump's tariffs on China don't hurt Americans; top Trump adviser says. That's Pants on Fire,NA,Republican,Pants on Fire,1 Pants On Fire,False(ish),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,705,https://www.politifact.com/factchecks/2019/nov/08/mark-pocan/wisconsin-democrats-claim-about-reliance-planned-p/,2019-08-19,2019,Mark Pocan,Mark Pocan,,,,,,en,PolitiFact,politifact.com,In WI; over 79% of Title X patients rely on Planned Parenthood for their basic health care.',Wisconsin Democrat's claim about reliance on Planned Parenthood for health care is in the ballpark,NA,Democratic,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,20,https://www.politifact.com/factchecks/2019/aug/28/tony-evers/evers-wrong-texting-and-driving-stat/,2019-08-20,2019,Tony Evers,Tony Evers,,,,,,en,PolitiFact,politifact.com,1 out of every 4 car accidents in the U.S. is caused by texting and driving.',Evers wrong on texting and driving stat,NA,Democratic,FALSE,2 False,False(ish),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,92,https://www.politifact.com/factchecks/2019/oct/08/shelley-moore-capito/could-west-virginians-be-out-70000-year-under-gree/,2019-08-20,2019,Shelley Moore Capito,Shelley Moore Capito,,,,,,en,PolitiFact,politifact.com,A study shows that households neighboring West Virginia could be on the hook for upwards of $70;000 in the first year alone under the Green New Deal!',Could West Virginians be out $70;000 a year under the Green New Deal?,NA,Republican,Mostly False,3 Mostly False,False(ish),TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,1520,https://www.politifact.com/factchecks/2019/aug/27/joe-biden/biden-wrong-when-he-says-trump-hasnt-condemned-dav/,2019-08-20,2019,Joe Biden,Joe Biden,,,,,,en,PolitiFact,politifact.com,Says President Donald Trump hasn’t condemned David Duke and Richard Spencer.,Biden wrong when he says Trump hasn't condemned David Duke,NA,Democratic,Mostly False,3 Mostly False,False(ish),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,126,https://www.politifact.com/factchecks/2019/sep/06/tom-reed/reed-points-economic-gains/,2019-08-20,2019,Tom Reed,Tom Reed (politician),,,,,,en,PolitiFact,politifact.com,After the Tax Cuts and Jobs Act; 'the typical American worker’s pay growing at more than 3 percent a year; record low unemployment.',Reed points to economic gains,NA,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1753,https://www.politifact.com/factchecks/2019/aug/22/ivanka-trump/ivanka-trump-mostly-accurate-disposable-income-has/,2019-08-20,2019,Ivanka Trump,Ivanka Trump,,,,,,en,PolitiFact,politifact.com,Since the passage of Tax Cuts; real disposable personal income per household has increased $5;205.',Ivanka Trump mostly accurate that disposable income has risen by $5;205,NA,Republican,Mostly True,5 Mostly True,True)ish,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,69,https://www.politifact.com/factchecks/2019/aug/26/ken-cuccinelli/trump-administration-using-dna-tests-crack-down-fa/,2019-08-22,2019,Ken Cuccinelli,Ken Cuccinelli,,,,,,en,PolitiFact,politifact.com,A federal pilot program to DNA test illegal immigrants showed 'something like 30% (of test subjects) are fake families.',The Trump administration is using DNA tests to crack down on 'fake families' at the border,NA,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,976,https://www.politifact.com/factchecks/2019/oct/01/jim-justice/fact-checking-jim-justices-boast-about-wva-highway/,2019-08-22,2019,Jim Justice,Jim Justice,,,,,,en,PolitiFact,politifact.com,Our WV highways rank 16th in the country in a national survey of highway systems; up 20 spots from last year’s ranking! This ranking affirms all the hard work we’ve done; and that we continue to do; fixing our state’s roads.',Fact-checking Jim Justice's boast about W.Va. highway rankings,NA,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1765,https://www.politifact.com/factchecks/2019/aug/29/bernie-sanders/bernie-sanders-half-true-claim-number-people-jail-/,2019-08-23,2019,Bernie Sanders,Bernie Sanders,National,Senator ,President,VT,,en,PolitiFact,politifact.com,Some 200;000 people are in jail for the crime of being poor and not being able to afford bail.',Bernie Sanders' Half True claim on number of people in jail who can't afford bail,NA,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2046,https://www.politifact.com/factchecks/2019/oct/01/richard-ojeda/does-united-states-rank-first-world-oil-consumptio/,2019-08-25,2019,Richard Ojeda,Richard Ojeda,,,,,,en,PolitiFact,politifact.com,The United States is '#1 in oil consumption' in the world.,Does the United States rank first in the world in oil consumption?,NA,Democratic,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,374,https://www.politifact.com/factchecks/2019/sep/25/xavier-becerra/california-really-winning-court-against-trump-admi/,2019-08-26,2019,Xavier Becerra,Xavier Becerra,,,,,,en,PolitiFact,politifact.com,Every time we go to court;' against the Trump administration; 'for the most part; we win.',Is California really 'winning' in court against the Trump administration?,NA,Democratic,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,403,https://www.politifact.com/factchecks/2019/sep/03/dave-aronberg/explaining-how-floridas-red-flag-gun-law-works/,2019-08-26,2019,Dave Aronberg,Dave Aronberg,,,,,,en,PolitiFact,politifact.com,Florida’s red flag gun law has been used 'about five times a day.',How Florida's red flag gun law works,NA,Democratic,TRUE,6 True,True)ish,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,778,https://www.politifact.com/factchecks/2019/aug/27/bernie-sanders/bernie-sanders-right-south-carolina-spends-more-pr/,2019-08-26,2019,Bernie Sanders,Bernie Sanders,National,Senator ,President,VT,,en,PolitiFact,politifact.com,Last year; South Carolina spent $21;756 per prison inmate and $11;552 per student.',Bernie Sanders is right that South Carolina spends more on prisons than schools,NA,Democratic,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1832,https://www.politifact.com/factchecks/2019/sep/06/john-delaney/trumps-trade-war-blame-amazon-wildfires-s-reach/,2019-08-27,2019,John Delaney,John Delaney (Maryland politician),,,,,,en,PolitiFact,politifact.com,The Amazon rainforest fires are 'directly related to trade' tensions between the United States and China.,Is Trump's trade war to blame for the Amazon wildfires? That's a reach,NA,Democratic,FALSE,2 False,False(ish),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,2316,https://www.politifact.com/factchecks/2019/aug/29/elizabeth-warren/warren-says-us-broadband-lags-compared-other-natio/,2019-08-27,2019,Elizabeth Warren,Elizabeth Warren,,,,,,en,PolitiFact,politifact.com,We lag behind many other developed nations in connectivity and speed; while also paying more for that service.',Warren says US broadband lags compared to other nations. She's close,NA,Democratic,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1519,https://www.politifact.com/factchecks/2019/aug/30/pete-buttigieg/fact-checking-whether-fema-funds-were-shifted-inde/,2019-08-28,2019,Pete Buttigieg,Pete Buttigieg,,,,,,en,PolitiFact,politifact.com,Says President Donald Trump has been 'taking money Congress authorized to protect people facing disaster in order to indefinitely detain asylum seekers.',Fact-checking whether FEMA funds were shifted to indefinite detention at the border,NA,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1225,https://www.politifact.com/factchecks/2019/sep/06/dan-bishop/mccready-socialist-pants-fire/,2019-08-30,2019,Dan Bishop,Dan Bishop,,,,,,en,PolitiFact,politifact.com,Says Dan McCready 'really admires socialism.',The Bishop campaign says McCready 'really admires socialism.' Pants on Fire!,NA,Republican,Pants on Fire,1 Pants On Fire,False(ish),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,1036,https://www.politifact.com/factchecks/2019/sep/05/joe-biden/oe-biden-falsely-claims-he-immediately-opposed-ira/,2019-09-03,2019,Joe Biden,Joe Biden,,,,,,en,PolitiFact,politifact.com,Referring to the Iraq War; 'immediately; the moment it started; I came out against the war at that moment.',PolitiFact Joe Biden falsely claims that he immediately opposed Iraq War 1 year ago,NA,Democratic,FALSE,2 False,False(ish),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,450,https://www.politifact.com/factchecks/2019/sep/06/alberta-darling/darling-whiffs-claim-about-evers-and-state-jobs-ag/,2019-09-04,2019,Alberta Darling,Alberta Darling,National,Senator,,WI,,en,PolitiFact,politifact.com,Gov. Evers asked the director of WEDC to stay on',Darling whiffs on claim about Evers and state jobs agency,NA,Republican,FALSE,2 False,False(ish),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,51,https://www.politifact.com/factchecks/2019/sep/06/elizabeth-warren/elizabeth-warren-blamed-3-industries-70-greenhouse/,2019-09-04,2019,Elizabeth Warren,Elizabeth Warren,,,,,,en,PolitiFact,politifact.com,70% of the pollution of the carbon that we're throwing into the air comes from three industries.',Elizabeth Warren blamed 3 industries for 70% of greenhouse gases. That muddles the picture,NA,Democratic,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2075,https://www.politifact.com/factchecks/2019/sep/09/beto-orourke/how-many-guns-are-streets-united-states/,2019-09-04,2019,Beto O'Rourke,Beto O'Rourke,National,Congressman,President,TX,,en,PolitiFact,politifact.com,There are 390 million guns out on the streets of a country of 329 million people.',How many guns are on the streets in the United States?,NA,Democratic,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
